TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
30-11-2020 0.00,TXN00004530,A00002412,PLC00002614,10-04-2011,18-11-2020,23-11-2020,Mobile,6.41,400,Kristine Mccloud,7613 Yule Court,,Arvada,CO,80007,486-70-1296,Y,43,31,N,6,L,Rent,LI,112424464,MLSL10249815174105,High School,A,Total Loss,Ambulance,1,1,OK,Oklahoma City,13,AGENT00485,VNDR00003
30-11-2020 0.00,TXN00004531,A00002346,PLC00001139,13-10-2013,10-11-2020,15-11-2020,Life,76.4,58000,Kelly Hammond,1818 Bay Street,,Alameda,CA,94501,264-98-6058,N,38,100,Y,3,L,Mortgage,MI,117238545,EKBK88141085393891,Bachelor,A,Minor Loss,Ambulance,1,1,VT,Burlington,2,AGENT00069,VNDR00177
30-11-2020 0.00,TXN00004532,A00003973,PLC00007009,03-06-2011,15-11-2020,20-11-2020,Life,82.03,87000,Andrew Mcguire,99 Pond Avenue,#606,Brookline,MA,2445,762-74-4737,Y,26,115,Y,2,M,Own,MI,27649253,RIQV47867454592931,Bachelor,A,Minor Loss,Ambulance,1,1,TN,Nashville,18,AGENT00782,VNDR00083
30-11-2020 0.00,TXN00004533,A00009501,PLC00008436,04-02-2017,29-11-2020,29-11-2020,Health,162.31,11000,Melissa Andrews,1304 Northern Hills Road,,Norman,OK,73071,599-82-4337,Y,29,33,Y,7,L,Mortgage,MI,75041955,RTEG76129578645282,Bachelor,A,Total Loss,Other,0,1,CT,Manchester,13,AGENT00080,
30-11-2020 0.00,TXN00004534,A00002952,PLC00005600,30-05-2016,17-11-2020,22-11-2020,Motor,124.55,3000,Shelby Schammel,2732 Humboldt Avenue,,Oakland,CA,94602,210-23-4609,N,49,62,Y,5,L,Mortgage,MI,95512053,MQKF03441669495685,Bachelor,A,Total Loss,Police,1,1,OK,Oklahoma City,18,AGENT00178,VNDR00074
30-11-2020 0.00,TXN00004535,A00007703,PLC00008885,13-08-2018,14-11-2020,19-11-2020,Mobile,10.94,200,Lisa Tillman,1810 Orchard Place,,Anchorage,AK,99502,011-28-9505,Y,30,78,Y,7,L,Mortgage,MI,121117377,JPSO25253459396786,High School,A,Minor Loss,None,1,1,FL,Panama City,9,AGENT00327,
30-11-2020 0.00,TXN00004536,A00007274,PLC00003652,01-09-2019,21-11-2020,24-11-2020,Travel,91.66,2000,Nicole Gobert,6228 West Larkspur Drive,,Glendale,AZ,85304,524-90-3592,Y,61,109,Y,2,M,Rent,HI,69922873,WQLY57886871615034,Bachelor,A,Major Loss,Ambulance,1,1,CA,Santa Clara,23,AGENT00902,VNDR00306
30-11-2020 0.00,TXN00004537,A00003692,PLC00008564,23-12-2015,16-11-2020,21-11-2020,Health,171.01,19000,Robert Hower,10 Tel Road,,Woodford,VT,5201,794-05-2895,Y,57,67,Y,7,L,Rent,HI,124624825,CLQM28156097988901,Bachelor,A,Total Loss,Ambulance,1,1,CA,San Lorenzo,10,AGENT00735,
30-11-2020 0.00,TXN00004538,A00003454,PLC00005904,19-04-2011,12-11-2020,17-11-2020,Mobile,7.96,400,Micheal Huber,607 Trails End Road,,Manchester,CT,6042,837-49-3720,Y,49,105,Y,4,L,Own,MI,81815528,QSQS90493998272721,MD,A,Major Loss,Police,1,1,CO,Fort Collins,7,AGENT01200,VNDR00209
30-11-2020 0.00,TXN00004539,A00005337,PLC00003325,06-05-2016,24-11-2020,26-11-2020,Life,85.15,21000,Rebecca Askins,86 Pine Street,#3,Cambridge,MA,2139,090-75-4098,Y,41,55,Y,7,L,Rent,MI,83597352,KCQK04807855030088,High School,A,Minor Loss,Other,1,1,FL,Panama City Beach,9,AGENT00907,
30-11-2020 0.00,TXN00004540,A00002210,PLC00008871,29-01-2019,23-11-2020,25-11-2020,Motor,101.69,7000,Susan Overbaugh,168 Partridge Hill Road,,Charlton,MA,1507,041-98-5497,Y,50,66,Y,6,M,Mortgage,LI,86721934,APLZ07931945368436,Bachelor,A,Total Loss,Ambulance,1,1,CT,Manchester,23,AGENT00914,VNDR00478
30-11-2020 0.00,TXN00004541,A00006228,PLC00007091,16-01-2012,23-11-2020,25-11-2020,Mobile,9.44,500,Ethel Vierra,223 Goose Pond Road,,Fairfax,VT,5454,427-81-8935,N,31,30,Y,3,M,Mortgage,MI,13049113,UWIT93805038516845,Bachelor,A,Total Loss,None,1,1,TN,Nashville,22,AGENT01164,VNDR00008
01-12-2020 0.00,TXN00004542,A00008521,PLC00009234,15-12-2011,12-11-2020,17-11-2020,Life,69.83,70000,Reynalda Canada,1265 Xavier Avenue,,Hayward,CA,94545,733-06-3708,Y,63,11,Y,6,M,Own,LI,61383151,IWBT38287813985025,High School,A,Major Loss,Ambulance,0,1,FL,Panama City Beach,15,AGENT00943,VNDR00357
01-12-2020 0.00,TXN00004543,A00008350,PLC00006078,22-03-2011,29-11-2020,29-11-2020,Mobile,11.37,600,Jay Ramirez,17361 Baronoff Avenue,,Anchorage,AK,99577,051-46-6773,Y,47,78,Y,5,L,Own,MI,59128755,JBZN67895672682002,Bachelor,A,Minor Loss,Other,0,1,MD,Annapolis,7,AGENT00586,
01-12-2020 0.00,TXN00004544,A00000579,PLC00003150,29-08-2010,17-11-2020,22-11-2020,Life,83.23,10000,Kerri Jimenez,16 Fuller Street,#4,Brookline,MA,2446,282-17-4844,Y,62,50,Y,3,L,Own,HI,14768464,GMAL56521099233689,Bachelor,A,Major Loss,None,1,0,AR,Fayetteville,10,AGENT00588,
01-12-2020 0.00,TXN00004545,A00006712,PLC00006549,13-10-2016,20-11-2020,25-11-2020,Life,87.51,18000,Donald Oneal,8219 Minor Lane,#9,Louisville,KY,40219,110-49-2922,Y,30,73,Y,3,M,Rent,HI,123922780,HHSQ88890079160127,Masters,A,Total Loss,Ambulance,1,1,AL,Montgomery,14,AGENT00254,VNDR00247
01-12-2020 0.00,TXN00004546,A00009367,PLC00000284,24-10-2019,28-11-2020,28-11-2020,Travel,55.21,5000,Bret Richardson,86 Highland Street,,Manchester,CT,6040,287-80-8867,Y,43,45,Y,3,L,Own,MI,21836583,AQKW65818050144888,Masters,A,Minor Loss,Ambulance,1,1,MA,Worcester,11,AGENT00607,VNDR00306
01-12-2020 0.00,TXN00004547,A00004834,PLC00006838,30-11-2011,23-11-2020,26-11-2020,Mobile,9,300,Joe Blackwell,1505 Sweet Bay Trail,,Panama City Beach,FL,32413,355-72-0561,Y,59,81,Y,4,L,Own,LI,129656050,VTTY57374622192372,High School,A,Total Loss,None,1,1,AR,Fayetteville,0,AGENT00188,VNDR00495
01-12-2020 0.00,TXN00004548,A00000042,PLC00003900,06-07-2010,20-11-2020,25-11-2020,Life,64.84,59000,John Kennedy,6223 Kilmer Loop,#206,Arvada,CO,80403,447-13-3352,Y,49,118,N,5,L,Own,MI,128240645,OWCH84828815090048,MD,A,Total Loss,Other,0,1,OK,Oklahoma City,2,AGENT00044,VNDR00047
01-12-2020 0.00,TXN00004549,A00007891,PLC00003011,11-09-2011,26-11-2020,27-11-2020,Motor,78.74,5000,Lynn Lee,8447 West 51st Avenue,,Arvada,CO,80002,688-99-9002,Y,58,27,Y,5,M,Own,HI,19089342,ZASN01506125942689,Bachelor,A,Minor Loss,Police,1,0,DC,Washington,9,AGENT00907,VNDR00120
01-12-2020 0.00,TXN00004550,A00008988,PLC00006930,05-06-2017,12-11-2020,17-11-2020,Motor,104.46,2000,Dorothy Session,203 East Gwinnett Street,,Savannah,GA,31401,268-10-4195,Y,37,39,Y,5,L,Rent,LI,55392446,XOLA33954862311518,High School,D,Major Loss,Ambulance,1,1,FL,Panama City,8,AGENT00300,VNDR00357
01-12-2020 0.00,TXN00004551,A00007231,PLC00009123,12-01-2015,25-11-2020,27-11-2020,Motor,97.32,8000,Frank Johnson,233 Buckland Hills Drive,,Manchester,CT,6042,727-84-6436,N,25,8,Y,2,L,Mortgage,MI,101615077,XUZL76452889476587,Bachelor,A,Major Loss,Other,1,1,TN,Nashville,20,AGENT00682,VNDR00303
01-12-2020 0.00,TXN00004552,A00007038,PLC00006660,29-09-2013,19-11-2020,24-11-2020,Life,54.81,31000,Leatha Nicholas,1485 Hampshire Hollow Road,,Poultney,VT,5764,361-27-5063,Y,39,55,Y,3,M,Rent,MI,85508307,KFOW53066337915998,NA,A,Minor Loss,None,1,0,GA,Savannah,12,AGENT00064,VNDR00275
01-12-2020 0.00,TXN00004553,A00007237,PLC00004221,17-01-2016,18-11-2020,23-11-2020,Property,112.61,23000,Lorine Hudson,5601 West Missouri Avenue,#165,Glendale,AZ,85301,588-47-7691,Y,41,27,Y,6,L,Rent,LI,112222983,IPEZ96710386352036,High School,A,Major Loss,None,1,1,DC,Washington,2,AGENT00777,
01-12-2020 0.00,TXN00004554,A00003722,PLC00008665,18-09-2016,22-11-2020,25-11-2020,Travel,50.71,4000,Reginald Purnell,15 Lakewood Drive,,Thunderbolt,GA,31410,546-31-0179,Y,37,105,Y,7,L,Rent,HI,110328708,JLKM34388797232884,Bachelor,A,Total Loss,None,0,1,CT,Manchester,9,AGENT00589,
01-12-2020 0.00,TXN00004555,A00001370,PLC00006231,24-11-2016,29-11-2020,29-11-2020,Mobile,11.79,500,Patrica Norris,537 East Waldburg Street,,Savannah,GA,31401,890-43-4809,N,62,49,Y,6,L,Mortgage,HI,28734934,TBWJ96328560671013,Masters,A,Major Loss,Police,1,1,FL,Tampa,4,AGENT00413,VNDR00520
01-12-2020 0.00,TXN00004556,A00000779,PLC00000434,21-02-2012,26-11-2020,27-11-2020,Mobile,9.81,300,Jeffrey Johnson,8262 Elvaton Road,,Millersville,MD,21108,146-38-5813,N,38,63,Y,7,L,Own,MI,11542612,NRDN54307625672084,PhD,A,Major Loss,Police,0,1,GA,Savannah,16,AGENT00075,
01-12-2020 0.00,TXN00004557,A00008356,PLC00008228,29-11-2017,18-11-2020,23-11-2020,Property,117.92,33000,Crystal Schuck,1810 Orchard Place,,Anchorage,AK,99502,849-68-4273,Y,36,33,N,4,M,Own,HI,36171686,GJSX38666261770152,Bachelor,A,Minor Loss,Ambulance,1,1,AR,Fayetteville,6,AGENT00120,
01-12-2020 0.00,TXN00004558,A00004563,PLC00006863,27-08-2018,14-11-2020,19-11-2020,Travel,93.21,2000,Norma Obrien,74 Bradford Road,,Watertown,MA,2472,871-45-0404,Y,61,57,Y,2,L,Mortgage,LI,56588233,TRJQ35105623133578,Bachelor,A,Minor Loss,Ambulance,1,1,VT,Castleton,22,AGENT01144,
01-12-2020 0.00,TXN00004559,A00006482,PLC00002361,22-11-2018,27-11-2020,28-11-2020,Property,99.27,11000,Edward Martin,15510 Champion Lakes Place,,Louisville,KY,40245,521-61-4850,Y,26,23,Y,5,H,Rent,HI,33011752,GHLK16446550012233,High School,A,Major Loss,None,1,1,AK,Anchorage,2,AGENT00229,VNDR00066
01-12-2020 0.00,TXN00004560,A00005472,PLC00004875,14-06-2017,18-11-2020,23-11-2020,Health,190.68,17000,Carl Durbin,126 Garth Road,,Manchester,CT,6040,236-33-9021,Y,32,103,Y,7,H,Rent,HI,123028189,WBLF29646684481338,Bachelor,A,Total Loss,None,1,1,OK,Moore,5,AGENT01110,VNDR00494
01-12-2020 0.00,TXN00004561,A00002945,PLC00008859,27-10-2015,14-11-2020,19-11-2020,Health,167.33,10000,Krista Rude,1380 Quincy Street Northwest,,Washington,DC,20011,880-54-0902,N,27,103,Y,3,H,Own,LI,43046872,CEMO78561604756547,High School,A,Total Loss,None,1,1,FL,Panama City Beach,4,AGENT01153,VNDR00389
01-12-2020 0.00,TXN00004562,A00001854,PLC00009513,27-03-2017,11-11-2020,16-11-2020,Travel,52.64,1000,Steven Rodriguez,5614 Kipling Parkway,#404,Arvada,CO,80002,193-12-6446,Y,59,37,Y,2,M,Rent,LI,112745677,JYTJ86656422098988,Bachelor,A,Minor Loss,Police,0,1,MA,Brockton,4,AGENT00107,VNDR00033
01-12-2020 0.00,TXN00004563,A00005058,PLC00006343,07-08-2011,23-11-2020,26-11-2020,Life,68.18,86000,Tabitha Janick,319 West Silverwood Drive,,Midwest City,OK,73110,485-93-7035,Y,50,28,Y,4,L,Mortgage,MI,127389002,JICA41566610284817,High School,A,Minor Loss,Police,1,1,AL,Montgomery,0,AGENT00694,
01-12-2020 0.00,TXN00004564,A00004968,PLC00005977,01-12-2017,18-11-2020,23-11-2020,Property,111.75,19000,Paul Alejo,10508 Kovats Court,,Louisville,KY,40223,864-11-6875,Y,31,77,Y,5,L,Own,LI,124222191,STQC87575453493316,College,A,Total Loss,Police,1,1,AZ,Glendale,6,AGENT00568,VNDR00450
01-12-2020 0.00,TXN00004565,A00004222,PLC00003303,22-07-2017,30-11-2020,30-11-2020,Travel,80.48,4000,Sharlene Clark,3722 Kisling Loop,,Tyndall Air Force Base,FL,32403,311-59-2400,Y,27,33,Y,7,M,Own,MI,74397341,QGAR14583553748650,College,A,Minor Loss,Police,1,0,AL,Montgomery,6,AGENT00035,
01-12-2020 0.00,TXN00004566,A00001567,PLC00006442,13-10-2015,15-11-2020,20-11-2020,Life,56.6,41000,John Cornett,800 West Street,,Panama City,FL,32404,262-09-0333,Y,62,75,Y,2,M,Rent,HI,30779178,QUSO13458528403843,Masters,A,Total Loss,None,1,1,CT,Manchester,2,AGENT00397,VNDR00425
01-12-2020 0.00,TXN00004567,A00000166,PLC00006422,22-02-2012,11-11-2020,16-11-2020,Property,117.35,10000,Carlton Askew,8423 Pioneer Drive,,Severn,MD,21144,766-23-2756,N,25,100,Y,4,M,Mortgage,MI,27724220,OUYR20858448020714,Bachelor,A,Major Loss,Ambulance,1,1,AL,Montgomery,15,AGENT00157,VNDR00530
01-12-2020 0.00,TXN00004568,A00006396,PLC00001689,13-12-2015,15-11-2020,20-11-2020,Health,162.25,17000,Frances Wright,2310 Donleigh Court,,Louisville,KY,40222,030-13-4882,Y,49,101,Y,7,L,Own,MI,95930198,HMZK22656891567116,Bachelor,A,Major Loss,Ambulance,1,1,KY,Louisville,11,AGENT00029,VNDR00103
01-12-2020 0.00,TXN00004569,A00003939,PLC00003285,25-11-2015,24-11-2020,26-11-2020,Life,55.63,71000,Helen Lannon,7800 River Mist Avenue,,Bakersfield,CA,93313,466-70-2889,Y,40,113,Y,5,M,Mortgage,HI,71528278,SBRP42990767577187,Bachelor,A,Total Loss,Police,1,1,MA,Easthampton,8,AGENT00367,
01-12-2020 0.00,TXN00004570,A00004122,PLC00006711,25-08-2015,18-11-2020,23-11-2020,Property,117.85,14000,Christopher Galyen,2079 Nashboro Boulevard,,Nashville,TN,37217,501-74-1582,Y,39,67,Y,2,H,Rent,HI,71330848,QBVW34554261196129,PhD,A,Major Loss,Police,1,1,OK,Oklahoma City,15,AGENT01174,VNDR00282
01-12-2020 0.00,TXN00004571,A00006153,PLC00003708,16-10-2010,17-11-2020,22-11-2020,Motor,79.61,3000,John Ingram,9321 Amy Lane,,Panama City Beach,FL,32407,233-28-6055,Y,38,77,Y,2,M,Rent,MI,91725802,CTMF10943380408087,High School,A,Major Loss,Other,1,1,MA,Marshfield,21,AGENT00184,
01-12-2020 0.00,TXN00004572,A00008802,PLC00008051,19-03-2017,18-11-2020,23-11-2020,Mobile,6.07,500,Julie Rinehart,1106 Mission Drive,,Antioch,CA,94509,001-70-3151,N,62,79,N,3,M,Rent,LI,112562371,TMHZ01230373701511,Bachelor,A,Total Loss,Other,0,0,FL,Panama City,17,AGENT00939,
01-12-2020 0.00,TXN00004573,A00004362,PLC00003507,20-12-2010,25-11-2020,27-11-2020,Health,104.09,9000,Carrie Clark,6005 Tamarack Drive,,Montgomery,AL,36117,177-02-5159,N,56,62,Y,4,L,Rent,HI,73642709,KHOU53475763257629,High School,A,Total Loss,Police,1,1,OK,Oklahoma City,14,AGENT00660,VNDR00188
01-12-2020 0.00,TXN00004574,A00000726,PLC00007645,29-01-2012,21-11-2020,24-11-2020,Motor,91.95,9000,Elizabeth Kahl,17722 North 79th Avenue,#1135,Glendale,AZ,85308,719-67-3704,N,37,99,Y,6,L,Mortgage,MI,111349236,ZZJM64212649059663,College,A,Major Loss,Police,0,1,OK,Moore,9,AGENT00237,VNDR00492
01-12-2020 0.00,TXN00004575,A00004977,PLC00005656,09-09-2015,19-11-2020,24-11-2020,Motor,70.43,4000,Teresa Fetner,557 West Willoughby Road,,Fayetteville,AR,72701,878-50-9191,Y,58,60,Y,5,L,Mortgage,HI,93692137,FZHB99909795254868,High School,A,Minor Loss,Police,1,0,AK,Anchorage,10,AGENT00116,
02-12-2020 0.00,TXN00004576,A00001418,PLC00006856,29-09-2013,16-11-2020,21-11-2020,Motor,108.28,5000,Melanie Smith,7841 North 59th Lane,#G37,Glendale,AZ,85301,276-49-4610,N,27,73,Y,2,M,Mortgage,MI,41435087,EJAN39080427429703,College,A,Minor Loss,Ambulance,1,1,MA,Yarmouth,18,AGENT00289,
02-12-2020 0.00,TXN00004577,A00008561,PLC00003251,29-08-2016,29-11-2020,29-11-2020,Motor,120.59,2000,Marianna Mcgee,12 Red Fox Drive,,Savannah,GA,31419,698-08-5945,Y,34,72,Y,2,M,Rent,LI,93073316,FOUD46856710102292,College,A,Total Loss,None,1,1,FL,Mexico Beach,5,AGENT00857,VNDR00546
02-12-2020 0.00,TXN00004578,A00006466,PLC00008359,07-07-2017,26-11-2020,28-11-2020,Travel,69.84,3000,Elizabeth Summers,7256 West 84th Way,#918,Arvada,CO,80003,272-85-1756,N,34,10,N,2,L,Mortgage,MI,92444205,AQEZ46393513502390,High School,A,Total Loss,Ambulance,0,1,GA,Savannah,23,AGENT00569,
02-12-2020 0.00,TXN00004579,A00001145,PLC00001208,13-01-2012,24-11-2020,27-11-2020,Mobile,7.77,300,Albert Norris,2765 North Barcelona Avenue,,Fayetteville,AR,72703,420-22-0169,Y,54,102,Y,5,M,Mortgage,MI,20975429,ZLVO17765542821991,Bachelor,A,Major Loss,Ambulance,1,1,AL,Montgomery,23,AGENT01164,
02-12-2020 0.00,TXN00004580,A00009607,PLC00009953,02-11-2013,18-11-2020,23-11-2020,Health,146.64,12000,Leslie Roberts,2063 Notchbrook Road,,Stowe,VT,5672,628-64-4171,Y,40,118,Y,4,H,Mortgage,MI,94255803,AMAO78948508242375,College,A,Minor Loss,Police,1,1,MD,Annapolis,14,AGENT00339,
02-12-2020 0.00,TXN00004581,A00004623,PLC00003115,19-08-2015,19-11-2020,24-11-2020,Travel,93.13,4000,Robert Krantz,306 Rural Hill Court,,Nashville,TN,37217,814-72-5068,Y,38,79,Y,3,L,Rent,MI,60254634,RUMN85095521479856,High School,A,Total Loss,None,1,0,AK,Anchorage,16,AGENT00881,VNDR00107
02-12-2020 0.00,TXN00004582,A00000560,PLC00000278,23-10-2019,15-11-2020,20-11-2020,Property,80.06,31000,Christopher Milliken,8614 Surf Drive,,Panama City,FL,32408,047-73-1945,Y,47,84,Y,4,M,Rent,MI,101290285,OIQO43045955658887,College,A,Total Loss,Ambulance,1,0,TN,Nashville,7,AGENT00350,VNDR00402
02-12-2020 0.00,TXN00004583,A00009070,PLC00005499,26-01-2020,25-11-2020,27-11-2020,Mobile,8.46,700,Jennie Hinzman,218 Saint Antons Way,,Arnold,MD,21012,346-54-7258,Y,28,116,Y,3,H,Own,MI,65050930,FSHP36881296067123,NA,A,Total Loss,Other,1,0,AZ,Glendale,11,AGENT01021,VNDR00003
02-12-2020 0.00,TXN00004584,A00004643,PLC00000582,19-01-2011,30-11-2020,30-11-2020,Property,152.5,22000,Edward Bair,7931 West 55th Avenue,#219,Arvada,CO,80002,487-70-2211,Y,38,106,Y,4,H,Rent,LI,59225852,CZEI14393899596073,NA,A,Minor Loss,Other,1,0,CT,Manchester,7,AGENT00915,VNDR00353
02-12-2020 0.00,TXN00004585,A00002844,PLC00006237,26-10-2015,12-11-2020,17-11-2020,Health,196.34,19000,James Gannon,7060 Eastern Avenue,,Washington,DC,20012,795-02-0459,Y,41,62,Y,7,M,Mortgage,LI,83027916,SANO84361354622545,Masters,A,Minor Loss,Ambulance,1,1,VT,Wilmington,22,AGENT00905,VNDR00183
02-12-2020 0.00,TXN00004586,A00002141,PLC00007081,09-12-2010,30-11-2020,30-11-2020,Life,69.09,22000,Julie Deschamps,11724 Rushmore,,Oklahoma City,OK,73162,790-74-9238,Y,47,57,Y,3,M,Mortgage,MI,63469015,IHPB29529970853487,Masters,A,Minor Loss,Ambulance,1,1,MA,Holbrook,14,AGENT01070,
02-12-2020 0.00,TXN00004587,A00005857,PLC00009159,20-12-2015,27-11-2020,28-11-2020,Mobile,11.39,700,Karen Neal,420 D Street Northwest,,Ardmore,OK,73401,482-90-4335,Y,29,45,Y,3,M,Mortgage,MI,129408457,SQKE59372051884257,NA,A,Total Loss,Ambulance,1,0,CA,Roseville,1,AGENT00764,VNDR00504
02-12-2020 0.00,TXN00004588,A00004220,PLC00006547,04-07-2014,29-11-2020,29-11-2020,Property,144.57,11000,Kenneth Riley,2613 Cottonwood Street,,Anchorage,AK,99508,009-99-4946,Y,27,73,Y,7,M,Rent,LI,110184887,ULDF80949628804467,High School,A,Minor Loss,Police,1,1,CA,Oakland,11,AGENT00858,VNDR00115
02-12-2020 0.00,TXN00004589,A00006459,PLC00008226,18-08-2017,24-11-2020,27-11-2020,Property,121.17,25000,Dennis Gowers,1002 Cedar Ridge Court,,Annapolis,MD,21403,281-13-1969,Y,29,38,Y,4,L,Rent,MI,60219718,LNIT42806599895096,PhD,A,Minor Loss,Ambulance,1,1,CA,San Leandro,7,AGENT00795,
02-12-2020 0.00,TXN00004590,A00009312,PLC00001564,26-05-2016,17-11-2020,22-11-2020,Mobile,10.12,400,Betty Lico,1250 Pram Place,,Annapolis,MD,21403,612-05-5817,Y,61,75,Y,7,L,Mortgage,LI,111356698,HYUI58812922740240,Bachelor,A,Minor Loss,Ambulance,1,1,DC,Washington,19,AGENT00460,VNDR00005
02-12-2020 0.00,TXN00004591,A00002518,PLC00000796,04-12-2010,18-11-2020,23-11-2020,Property,133.74,15000,Pauline Thomas,15 Mystic Avenue,#1,Medford,MA,2155,145-84-4036,N,54,52,Y,4,M,Rent,MI,72027419,OJYF15602675889078,High School,A,Minor Loss,Police,0,0,CO,Arvada,6,AGENT00795,
02-12-2020 0.00,TXN00004592,A00001158,PLC00001820,06-12-2018,16-11-2020,21-11-2020,Mobile,10.37,600,Kathleen Sims,5843 West McLellan Road,,Glendale,AZ,85301,140-73-8882,Y,27,67,Y,2,M,Own,HI,65334258,VIJU76331728202823,Bachelor,A,Minor Loss,Police,1,1,AL,Montgomery,3,AGENT00809,VNDR00383
02-12-2020 0.00,TXN00004593,A00007252,PLC00000503,07-03-2018,23-11-2020,26-11-2020,Mobile,6.74,400,Lydia Dawson,505 North Washington Avenue,,Fayetteville,AR,72701,899-78-0449,Y,52,100,Y,2,H,Mortgage,MI,38860199,SHOC28267421368355,Masters,A,Major Loss,Police,0,1,CO,Arvada,20,AGENT00588,VNDR00047
02-12-2020 0.00,TXN00004594,A00009638,PLC00001802,17-02-2016,28-11-2020,29-11-2020,Health,112.11,5000,Leroy Sierra,2209 June Drive,,Nashville,TN,37214,210-88-6481,Y,50,12,Y,3,H,Rent,MI,123252858,QFPQ28381098965316,High School,A,Minor Loss,Ambulance,0,1,GA,Savannah,21,AGENT00413,
02-12-2020 0.00,TXN00004595,A00004920,PLC00000788,22-04-2018,22-11-2020,25-11-2020,Health,120.9,11000,Donnell Antoine,4300 Kansas Avenue Northwest,,Washington,DC,20011,007-17-9343,Y,40,105,Y,3,L,Mortgage,MI,65595806,ITGF47507836554176,NA,D,Minor Loss,Ambulance,0,1,MD,,23,AGENT00150,VNDR00414
03-12-2020 0.00,TXN00004596,A00006762,PLC00004138,14-05-2015,02-12-2020,02-12-2020,Motor,72,4000,Carolyn Moyers,1330 North Mission Boulevard,,Fayetteville,AR,72701,694-05-3498,Y,61,25,Y,7,M,Rent,LI,107133100,EQVY87109865995965,High School,A,Total Loss,None,0,1,CA,Linda,2,AGENT00992,VNDR00553
03-12-2020 0.00,TXN00004597,A00004757,PLC00003428,20-02-2014,29-11-2020,30-11-2020,Life,61.62,12000,Nadine Cefalu,701 West 36th Avenue,#STE 000012,Anchorage,AK,99503,545-83-9355,Y,42,91,Y,2,L,Own,MI,94607095,CQHQ27217399289770,Masters,A,Minor Loss,None,0,0,CO,Mountain Village,1,AGENT01033,
03-12-2020 0.00,TXN00004598,A00009984,PLC00004095,18-06-2013,28-11-2020,29-11-2020,Property,95.67,12000,Judy Wyche,4602 West Luke Avenue,,Glendale,AZ,85301,140-73-1143,Y,60,54,Y,4,M,Mortgage,MI,87943779,HGER82727975701847,NA,A,Major Loss,Ambulance,1,0,AL,Montgomery,20,AGENT00552,VNDR00402
03-12-2020 0.00,TXN00004599,A00005475,PLC00007841,05-03-2013,25-11-2020,28-11-2020,Health,107.43,11000,Jeffrey Siemering,307 Joel Street,,Pooler,GA,31322,113-71-9010,Y,32,27,N,6,L,Mortgage,MI,55413930,DQBJ39443620058789,High School,A,Minor Loss,None,1,1,OK,Oklahoma City,18,AGENT00307,VNDR00517
03-12-2020 0.00,TXN00004600,A00007946,PLC00006548,24-11-2017,16-11-2020,21-11-2020,Property,150.62,21000,Joshua Burns,211 Oak Street,,Manchester,CT,6040,876-60-5913,N,57,80,Y,5,L,Mortgage,LI,66362203,HTAH85126315098411,Masters,A,Major Loss,Ambulance,0,1,FL,Panama City,0,AGENT00366,VNDR00009
03-12-2020 0.00,TXN00004601,A00008218,PLC00000554,26-12-2013,13-11-2020,18-11-2020,Health,121.86,12000,Sharon Webb,1815 Grove Hill Lane,,Montgomery,AL,36106,750-16-4426,N,47,17,Y,6,M,Own,MI,24561994,XGOY11744189879812,High School,A,Minor Loss,Ambulance,1,1,CA,Berkeley,10,AGENT00008,VNDR00125
03-12-2020 0.00,TXN00004602,A00002119,PLC00003493,09-07-2013,20-11-2020,25-11-2020,Mobile,7.07,300,James Stonecipher,502 Main Street,,Walpole,MA,2081,777-38-2392,Y,37,11,Y,5,L,Rent,MI,44468213,GRHP65786884008658,Bachelor,A,Major Loss,Ambulance,1,1,CA,Alameda,23,AGENT00231,VNDR00003
03-12-2020 0.00,TXN00004603,A00002201,PLC00006396,19-08-2017,23-11-2020,26-11-2020,Mobile,7.96,700,Margorie Frey,4408 Bonaparte Boulevard,,Midwest City,OK,73110,138-81-5067,Y,37,15,Y,5,H,Own,MI,52147270,OYUM07373088378878,Masters,A,Minor Loss,Ambulance,1,0,CO,Arvada,10,AGENT00949,VNDR00578
03-12-2020 0.00,TXN00004604,A00009113,PLC00006155,24-08-2011,18-11-2020,23-11-2020,Travel,70.5,5000,Rosalyn Taylor,3115 Cherokee Drive,,Fayetteville,AR,72701,857-75-1299,Y,48,118,Y,2,L,Rent,LI,18207992,FHGN94792909534595,Bachelor,A,Minor Loss,Police,0,1,DC,Washington,1,AGENT01155,VNDR00365
